wave,control_id,control_name,target_id,repository_name,decision,rationale,decision_owner,decision_source
2D,EMS-CTRL-060,Zero Trust Integration Testing,REPO-003,hometown,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-060,Zero Trust Integration Testing,REPO-004,nono,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-060,Zero Trust Integration Testing,REPO-005,olive,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-060,Zero Trust Integration Testing,REPO-006,popeye,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-060,Zero Trust Integration Testing,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-061,Database Migration Review,REPO-001,bluto,APPLICABLE,Repository content contains evidence relevant to this control: README.md; release-manifest.json; SHA256SUMS.txt; implementation/README.md; releases/BLUTO_ATE_AND_KEY_OWNERSHIP_v0.3.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-061,Database Migration Review,REPO-002,fiskroad,APPLICABLE,Repository content contains evidence relevant to this control: contracts/README.md; docs/AGENT_COORDINATION.md; specs/COMPONENT_GAP_ASSESSMENT_v0.1.md; specs/ECOSYSTEM_PORTFOLIO_AND_GAP_ANALYSIS_v0.1.md; specs/FISKROAD_ARCHITECTURE_EVALUATION_v0.1.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-061,Database Migration Review,REPO-003,hometown,APPLICABLE,Repository content contains evidence relevant to this control: package.json; cube/docker-compose.intrepid-sandbox.yml; cube/docker-compose.intrepid-smoke.yml; cube/README.md; specs/ANSWER_TRACE_ENVELOPE_v0.1.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-061,Database Migration Review,REPO-004,nono,APPLICABLE,Repository content contains evidence relevant to this control: CHANGELOG.md; CLAUDE.md; .bg-shell/fix-b4.py; .bg-shell/fix-remaining.py; .claude/settings.local.json,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-061,Database Migration Review,REPO-005,olive,APPLICABLE,Repository content contains evidence relevant to this control: specs/OLIVE_CHARTER_v0.4.md; contracts/schemas/action-type.schema.json; contracts/schemas/execution-record.schema.json; contracts/schemas/proposal.schema.json; contracts/schemas/queue-item.schema.json,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-061,Database Migration Review,REPO-006,popeye,APPLICABLE,Repository content contains evidence relevant to this control: config/endpoint-detection.schema.json; scripts/Read-EndpointDetections.ps1; specs/AI_USAGE_GOVERNANCE_ROADMAP_v0.2.md; specs/DATA_CLASS_ENFORCEMENT_IMPLEMENTATION_SPEC_v0.1.md; specs/ENDPOINT_DETECTION_CONTRACT_v0.1.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-061,Database Migration Review,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-062,Schema Version Control,REPO-001,bluto,APPLICABLE,Repository content contains evidence relevant to this control: README.md; release-manifest.json; SHA256SUMS.txt; implementation/README.md; releases/BLUTO_ATE_AND_KEY_OWNERSHIP_v0.3.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-062,Schema Version Control,REPO-002,fiskroad,APPLICABLE,Repository content contains evidence relevant to this control: contracts/README.md; docs/AGENT_COORDINATION.md; specs/COMPONENT_GAP_ASSESSMENT_v0.1.md; specs/ECOSYSTEM_PORTFOLIO_AND_GAP_ANALYSIS_v0.1.md; specs/FISKROAD_ARCHITECTURE_EVALUATION_v0.1.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-062,Schema Version Control,REPO-003,hometown,APPLICABLE,Repository content contains evidence relevant to this control: package.json; cube/docker-compose.intrepid-sandbox.yml; cube/docker-compose.intrepid-smoke.yml; cube/README.md; specs/ANSWER_TRACE_ENVELOPE_v0.1.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-062,Schema Version Control,REPO-004,nono,APPLICABLE,Repository content contains evidence relevant to this control: CHANGELOG.md; CLAUDE.md; .bg-shell/fix-b4.py; .bg-shell/fix-remaining.py; .claude/settings.local.json,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-062,Schema Version Control,REPO-005,olive,APPLICABLE,Repository content contains evidence relevant to this control: specs/OLIVE_CHARTER_v0.4.md; contracts/schemas/action-type.schema.json; contracts/schemas/execution-record.schema.json; contracts/schemas/proposal.schema.json; contracts/schemas/queue-item.schema.json,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-062,Schema Version Control,REPO-006,popeye,APPLICABLE,Repository content contains evidence relevant to this control: config/endpoint-detection.schema.json; scripts/Read-EndpointDetections.ps1; specs/AI_USAGE_GOVERNANCE_ROADMAP_v0.2.md; specs/DATA_CLASS_ENFORCEMENT_IMPLEMENTATION_SPEC_v0.1.md; specs/ENDPOINT_DETECTION_CONTRACT_v0.1.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-062,Schema Version Control,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-063,Data Classification,REPO-001,bluto,APPLICABLE,Repository content contains evidence relevant to this control: release-manifest.json; SHA256SUMS.txt; docs/00-authoritative/BLUTO_IDENTITY_SPINE_v0.1.md; docs/02-domain-model/DOMAIN-MODEL-OVERVIEW.md; docs/02-domain-model/VALUE-OBJECTS.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-063,Data Classification,REPO-002,fiskroad,APPLICABLE,Repository content contains evidence relevant to this control: contracts/vocabulary.yaml; docs/COMMERCIAL_COMPONENTS_TIMING_v0.1.md; specs/COMMERCIAL_COMPONENTS_TIMING_v0.1.md; specs/ECOSYSTEM_PORTFOLIO_AND_GAP_ANALYSIS_v0.1.md; specs/GLOSSARY.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-063,Data Classification,REPO-003,hometown,APPLICABLE,Data-governance control applies because repository metadata indicates customer/sensitive data.,Engineering Management,POLICY_DATA
2D,EMS-CTRL-063,Data Classification,REPO-004,nono,APPLICABLE,Repository content contains evidence relevant to this control: CHANGELOG.md; README.md; .claude/settings.local.json; .gsd/CODEBASE.md; .gsd/DECISIONS.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-063,Data Classification,REPO-005,olive,APPLICABLE,Data-governance control applies because repository metadata indicates customer/sensitive data.,Engineering Management,POLICY_DATA
2D,EMS-CTRL-063,Data Classification,REPO-006,popeye,APPLICABLE,Data-governance control applies because repository metadata indicates customer/sensitive data.,Engineering Management,POLICY_DATA
2D,EMS-CTRL-063,Data Classification,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-064,Database Backup Validation,REPO-001,bluto,APPLICABLE,Repository content contains evidence relevant to this control: release-manifest.json; SHA256SUMS.txt; implementation/README.md; releases/BLUTO_ATE_AND_KEY_OWNERSHIP_v0.3.md; releases/BLUTO_IMPLEMENTATION_REVIEW_v0.1.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-064,Database Backup Validation,REPO-002,fiskroad,APPLICABLE,Repository content contains evidence relevant to this control: docs/AGENT_COORDINATION.md; docs/COMMERCIAL_COMPONENTS_TIMING_v0.1.md; specs/COMMERCIAL_COMPONENTS_TIMING_v0.1.md; specs/FISKROAD_ARCHITECTURE_EVALUATION_v0.1.md; specs/POC_READINESS_INVENTORY.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-064,Database Backup Validation,REPO-003,hometown,APPLICABLE,Repository content contains evidence relevant to this control: cube/README.md; specs/ANSWER_TRACE_ENVELOPE_v0.1.md; specs/EKG_DESIGN_REQUIREMENTS_v0.1.md; specs/HOMETOWN_CORRECTIONS_ATE_v0.3.md; specs/HOMETOWN_IMPLEMENTATION_REVIEW_v0.1.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-064,Database Backup Validation,REPO-004,nono,APPLICABLE,Repository content contains evidence relevant to this control: CHANGELOG.md; CLAUDE.md; MANUAL_TEST_STEPS.md; nono_state.md; README.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-064,Database Backup Validation,REPO-005,olive,APPLICABLE,Repository content contains evidence relevant to this control: docs/STATUS.md; src/Olive/Domain.cs; tests/Olive.Tests/RequirementsTests.cs,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-064,Database Backup Validation,REPO-006,popeye,APPLICABLE,Repository content contains evidence relevant to this control: STATE.md; config/litellm.azure.example.yaml; scripts/Test-PopeyeVerificationVm.ps1; specs/ADR-002-gateway-config-delivery.md; specs/AI_USAGE_GOVERNANCE_ROADMAP_v0.2.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-064,Database Backup Validation,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-065,Data Retention Compliance,REPO-001,bluto,APPLICABLE,Repository content contains evidence relevant to this control: .github/workflows/wp002-ci.yml; docs/01-foundation-governance/DOCUMENT-STATUS.md; docs/02-domain-model/DOMAIN-MODEL-OVERVIEW.md; docs/03-architecture/ARCHITECTURAL-DRIVERS.md; docs/03-architecture/ARCHITECTURE-REVIEW.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-065,Data Retention Compliance,REPO-002,fiskroad,APPLICABLE,Repository content contains evidence relevant to this control: docs/COMMERCIAL_COMPONENTS_TIMING_v0.1.md; specs/COMMERCIAL_COMPONENTS_TIMING_v0.1.md; specs/ECOSYSTEM_PORTFOLIO_AND_GAP_ANALYSIS_v0.1.md; specs/FISKROAD_ARCHITECTURE_EVALUATION_v0.1.md; specs/REGULATED_DATA_CONTROLS_v0.1.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-065,Data Retention Compliance,REPO-003,hometown,APPLICABLE,Data-governance control applies because repository metadata indicates customer/sensitive data.,Engineering Management,POLICY_DATA
2D,EMS-CTRL-065,Data Retention Compliance,REPO-004,nono,APPLICABLE,Repository content contains evidence relevant to this control: CHANGELOG.md; CLAUDE.md; .bg-shell/fix-remaining.py; .gsd/CODEBASE.md; .gsd/DECISIONS.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-065,Data Retention Compliance,REPO-005,olive,APPLICABLE,Data-governance control applies because repository metadata indicates customer/sensitive data.,Engineering Management,POLICY_DATA
2D,EMS-CTRL-065,Data Retention Compliance,REPO-006,popeye,APPLICABLE,Data-governance control applies because repository metadata indicates customer/sensitive data.,Engineering Management,POLICY_DATA
2D,EMS-CTRL-065,Data Retention Compliance,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-066,Production Data Protection,REPO-001,bluto,NOT_APPLICABLE,Service/production control is not applicable because repository is classified non-production.,Engineering Management,POLICY_NON_PRODUCTION
2D,EMS-CTRL-066,Production Data Protection,REPO-002,fiskroad,NOT_APPLICABLE,Service/production control is not applicable because repository is classified non-production.,Engineering Management,POLICY_NON_PRODUCTION
2D,EMS-CTRL-066,Production Data Protection,REPO-003,hometown,APPLICABLE,Service/production control applies because repository is classified as production.,Engineering Management,POLICY_PRODUCTION
2D,EMS-CTRL-066,Production Data Protection,REPO-004,nono,NOT_APPLICABLE,Service/production control is not applicable because repository is classified non-production.,Engineering Management,POLICY_NON_PRODUCTION
2D,EMS-CTRL-066,Production Data Protection,REPO-005,olive,APPLICABLE,Service/production control applies because repository is classified as production.,Engineering Management,POLICY_PRODUCTION
2D,EMS-CTRL-066,Production Data Protection,REPO-006,popeye,APPLICABLE,Service/production control applies because repository is classified as production.,Engineering Management,POLICY_PRODUCTION
2D,EMS-CTRL-066,Production Data Protection,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-067,Controlled Document Metadata,REPO-001,bluto,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-067,Controlled Document Metadata,REPO-002,fiskroad,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-067,Controlled Document Metadata,REPO-003,hometown,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-067,Controlled Document Metadata,REPO-004,nono,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-067,Controlled Document Metadata,REPO-005,olive,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-067,Controlled Document Metadata,REPO-006,popeye,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-067,Controlled Document Metadata,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-068,Cross-Reference Validation,REPO-001,bluto,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-068,Cross-Reference Validation,REPO-002,fiskroad,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-068,Cross-Reference Validation,REPO-003,hometown,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-068,Cross-Reference Validation,REPO-004,nono,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-068,Cross-Reference Validation,REPO-005,olive,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-068,Cross-Reference Validation,REPO-006,popeye,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-068,Cross-Reference Validation,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-069,Requirements Traceability,REPO-001,bluto,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-069,Requirements Traceability,REPO-002,fiskroad,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-069,Requirements Traceability,REPO-003,hometown,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-069,Requirements Traceability,REPO-004,nono,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-069,Requirements Traceability,REPO-005,olive,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-069,Requirements Traceability,REPO-006,popeye,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-069,Requirements Traceability,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-070,Revision History,REPO-001,bluto,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-070,Revision History,REPO-002,fiskroad,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-070,Revision History,REPO-003,hometown,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-070,Revision History,REPO-004,nono,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-070,Revision History,REPO-005,olive,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-070,Revision History,REPO-006,popeye,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-070,Revision History,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-071,Executive Release Validation,REPO-001,bluto,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-071,Executive Release Validation,REPO-002,fiskroad,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-071,Executive Release Validation,REPO-003,hometown,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-071,Executive Release Validation,REPO-004,nono,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-071,Executive Release Validation,REPO-005,olive,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-071,Executive Release Validation,REPO-006,popeye,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-071,Executive Release Validation,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-072,PDF/DOCX Generation Validation,REPO-001,bluto,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-072,PDF/DOCX Generation Validation,REPO-002,fiskroad,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-072,PDF/DOCX Generation Validation,REPO-003,hometown,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-072,PDF/DOCX Generation Validation,REPO-004,nono,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-072,PDF/DOCX Generation Validation,REPO-005,olive,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-072,PDF/DOCX Generation Validation,REPO-006,popeye,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-072,PDF/DOCX Generation Validation,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-073,Engineering KPI Review,REPO-001,bluto,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-073,Engineering KPI Review,REPO-002,fiskroad,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-073,Engineering KPI Review,REPO-003,hometown,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-073,Engineering KPI Review,REPO-004,nono,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-073,Engineering KPI Review,REPO-005,olive,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-073,Engineering KPI Review,REPO-006,popeye,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-073,Engineering KPI Review,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-074,Quarterly Management Review,REPO-001,bluto,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-074,Quarterly Management Review,REPO-002,fiskroad,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-074,Quarterly Management Review,REPO-003,hometown,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-074,Quarterly Management Review,REPO-004,nono,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-074,Quarterly Management Review,REPO-005,olive,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-074,Quarterly Management Review,REPO-006,popeye,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-074,Quarterly Management Review,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-075,Continuous Compliance Scan,REPO-001,bluto,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-075,Continuous Compliance Scan,REPO-002,fiskroad,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-075,Continuous Compliance Scan,REPO-003,hometown,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-075,Continuous Compliance Scan,REPO-004,nono,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-075,Continuous Compliance Scan,REPO-005,olive,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-075,Continuous Compliance Scan,REPO-006,popeye,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-075,Continuous Compliance Scan,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-076,Corrective Action Tracking,REPO-001,bluto,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-076,Corrective Action Tracking,REPO-002,fiskroad,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-076,Corrective Action Tracking,REPO-003,hometown,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-076,Corrective Action Tracking,REPO-004,nono,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-076,Corrective Action Tracking,REPO-005,olive,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-076,Corrective Action Tracking,REPO-006,popeye,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-076,Corrective Action Tracking,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-077,Technical Debt Register,REPO-001,bluto,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
2D,EMS-CTRL-077,Technical Debt Register,REPO-002,fiskroad,NOT_APPLICABLE,Organization/EMS-level control is evaluated at REPO-EMS rather than separately for each product repository.,Engineering Management,POLICY_ORG_ONLY
